,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200521T193903Z_0_condorpool,auxiliary,0,1590142000.0,,,1590142004.0,1590142005.0,1590142009.0,1590142009.0,1590142014.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1590142014.0,,,1590142037.0,1590142275.0,1590142589.0,1590142589.0,1590142594.0,23.0,,238.0,314.0,5.0,305.0,1708157176.0,3.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_26774/pegasus.kg150Q3Tr/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.8,0,0
sifting_ID0000012,compute,0,1590142014.0,,,1590142037.0,1590142271.0,1590142558.0,1590142558.0,1590142563.0,23.0,,234.0,287.0,5.0,274.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_25939/pegasus.IFa0PLRtl/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.9,0,0
individuals_ID0000021,compute,0,1590142014.0,,,1590142037.0,1590142041.0,1590142332.0,1590142332.0,1590142342.0,23.0,,4.0,291.0,10.0,221.0,1014251457.0,4.0,20007.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_8689/pegasus.42NzvKcyf/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,62.1,0,0
individuals_ID0000010,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142317.0,1590142317.0,1590142322.0,22.0,,5.0,276.0,5.0,209.0,1014280442.0,3.0,20003.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_22507/pegasus.TRmLWk0Yl/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,62.1,0,0
individuals_ID0000020,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142327.0,1590142327.0,1590142337.0,22.0,,5.0,286.0,10.0,223.0,1014251457.0,3.0,19878.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_21823/pegasus.Td1pRCc2M/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,64.6,0,0
individuals_ID0000009,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142307.0,1590142307.0,1590142312.0,22.0,,5.0,266.0,5.0,194.0,1014280442.0,4.0,19976.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_15751/pegasus.6WUSEgqv2/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,60.3,0,0
individuals_ID0000019,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142327.0,1590142327.0,1590142337.0,22.0,,5.0,286.0,10.0,225.0,1014251457.0,4.0,19888.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_29041/pegasus.zDON2RGJS/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,63.5,0,0
individuals_ID0000014,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142327.0,1590142327.0,1590142337.0,22.0,,5.0,286.0,10.0,209.0,1014251457.0,4.0,20015.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_8684/pegasus.uqiDL7BxP/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,61.7,0,0
individuals_ID0000003,compute,0,1590142014.0,,,1590142036.0,1590142041.0,1590142327.0,1590142327.0,1590142337.0,22.0,,5.0,286.0,10.0,218.0,1014280442.0,4.0,19954.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_22504/pegasus.vBum4onCG/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,62.2,0,0
