,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200901T095240Z_0_condorpool,auxiliary,0,1598984793.0,,,1598984798.0,1598984799.0,1598984808.0,1598984808.0,1598984813.0,5.0,,1.0,9.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1598984813.0,,,1598984832.0,1598985069.0,1598985131.0,1598985131.0,1598985136.0,19.0,,237.0,62.0,5.0,48.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-3,sifting,/var/lib/condor/execute/dir_1186/pegasus.4Kt3TxDNT/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.7,0,0
sifting_ID0000012,compute,0,1598984813.0,,,1598984831.0,1598985049.0,1598985116.0,1598985116.0,1598985121.0,18.0,,218.0,67.0,5.0,49.0,1580479763.0,5.0,2126612.0,panorama,condorpool,worker-3,sifting,/var/lib/condor/execute/dir_32450/pegasus.pi5MfMvbV/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1598984813.0,,,1598984831.0,1598984837.0,1598985083.0,1598985083.0,1598985088.0,18.0,,6.0,246.0,5.0,148.0,1014251457.0,4.0,28206.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12431/pegasus.IFaXslqA3/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,65.9,0,0
individuals_ID0000020,compute,0,1598984813.0,,,1598984830.0,1598984837.0,1598985083.0,1598985083.0,1598985093.0,17.0,,7.0,246.0,10.0,150.0,1014251457.0,4.0,28180.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_12423/pegasus.rJJvADNUK/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,65.9,0,0
individuals_ID0000009,compute,0,1598984813.0,,,1598984830.0,1598984836.0,1598985088.0,1598985088.0,1598985098.0,17.0,,6.0,252.0,10.0,164.0,1014280442.0,4.0,27916.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19309/pegasus.AG28Bjqqm/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,62.8,0,0
individuals_ID0000019,compute,0,1598984813.0,,,1598984830.0,1598984837.0,1598985073.0,1598985073.0,1598985078.0,17.0,,7.0,236.0,5.0,159.0,1014251457.0,4.0,27943.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_1545/pegasus.UQzHMYpJs/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,60.1,0,0
individuals_ID0000008,compute,0,1598984813.0,,,1598984829.0,1598984836.0,1598985083.0,1598985083.0,1598985093.0,16.0,,7.0,247.0,10.0,160.0,1014280442.0,5.0,28011.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_19305/pegasus.4BBdO9785/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,62.4,0,0
individuals_ID0000014,compute,0,1598984813.0,,,1598984824.0,1598984836.0,1598985073.0,1598985073.0,1598985078.0,11.0,,12.0,237.0,5.0,158.0,1014251457.0,4.0,27996.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_1541/pegasus.fSytuKxih/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,59.9,0,0
individuals_ID0000003,compute,0,1598984813.0,,,1598984823.0,1598984836.0,1598985088.0,1598985088.0,1598985093.0,10.0,,13.0,252.0,5.0,166.0,1014280442.0,4.0,27883.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_15308/pegasus.CmbbnM8EW/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,59.7,0,0
individuals_ID0000013,compute,0,1598984813.0,,,1598984823.0,1598984836.0,1598985093.0,1598985093.0,1598985098.0,10.0,,13.0,257.0,5.0,164.0,1014251457.0,4.0,28041.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_14464/pegasus.GTYg8CM6l/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,60.4,0,0
