,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200926T223304Z_0_condorpool,auxiliary,0,1601194832.0,,,1601194836.0,1601194838.0,1601194846.0,1601194846.0,1601194851.0,4.0,,2.0,8.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1601194851.0,,,1601194857.0,1601195122.0,1601195167.0,1601195167.0,1601195172.0,6.0,,265.0,45.0,5.0,31.0,1708157176.0,5.0,1365482.0,panorama,condorpool,worker-0,sifting,/var/lib/condor/execute/dir_6358/pegasus.KsRoPPiH6/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1601194851.0,,,1601194857.0,1601195120.0,1601195162.0,1601195162.0,1601195167.0,6.0,,263.0,42.0,5.0,30.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_18677/pegasus.9oBOwjVMD/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1601194851.0,,,1601194857.0,1601194867.0,1601195177.0,1601195177.0,1601195182.0,6.0,,10.0,310.0,5.0,174.0,1014251457.0,6.0,28529.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_20545/pegasus.zBomxBQZz/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,52.8,0,0
individuals_ID0000010,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195172.0,1601195172.0,1601195177.0,6.0,,9.0,306.0,5.0,172.0,1014280442.0,6.0,28577.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_20542/pegasus.yU07VIl4D/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,52.7,0,0
individuals_ID0000020,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195172.0,1601195172.0,1601195177.0,6.0,,9.0,306.0,5.0,165.0,1014251457.0,5.0,28692.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_10074/pegasus.FHVQ3QlbT/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,58.5,0,0
individuals_ID0000009,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195197.0,1601195197.0,1601195202.0,6.0,,9.0,331.0,5.0,172.0,1014280442.0,4.0,28632.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_30075/pegasus.yCSHShN5W/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,64.9,0,0
individuals_ID0000019,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195182.0,1601195182.0,1601195187.0,6.0,,9.0,316.0,5.0,168.0,1014251457.0,5.0,28697.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_10071/pegasus.MgovhTNsc/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,58.5,0,0
individuals_ID0000014,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195197.0,1601195197.0,1601195202.0,6.0,,9.0,331.0,5.0,174.0,1014251457.0,5.0,28651.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_30073/pegasus.VXB3my04e/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,64.5,0,0
individuals_ID0000003,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195187.0,1601195187.0,1601195197.0,6.0,,9.0,321.0,10.0,170.0,1014280442.0,4.0,28525.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4975/pegasus.KMMmzOyLa/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,64.4,0,0
individuals_ID0000013,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195177.0,1601195177.0,1601195182.0,6.0,,9.0,311.0,5.0,166.0,1014251457.0,5.0,28689.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_12830/pegasus.CMkQ1ejwV/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,63.8,0,0
individuals_ID0000008,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195177.0,1601195177.0,1601195182.0,6.0,,9.0,311.0,5.0,175.0,1014280442.0,6.0,28445.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_20541/pegasus.6DSYaF6EK/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,52.7,0,0
individuals_ID0000001,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195197.0,1601195197.0,1601195202.0,6.0,,9.0,331.0,5.0,173.0,1014280442.0,5.0,28552.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_30072/pegasus.kpdPHDhJ2/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,65.0,0,0
individuals_ID0000004,compute,0,1601194851.0,,,1601194856.0,1601194866.0,1601195177.0,1601195177.0,1601195182.0,5.0,,10.0,311.0,5.0,175.0,1014280442.0,6.0,28500.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_20540/pegasus.W8Lirv5GT/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,52.8,0,0
individuals_ID0000002,compute,0,1601194851.0,,,1601194857.0,1601194866.0,1601195187.0,1601195187.0,1601195197.0,6.0,,9.0,321.0,10.0,173.0,1014280442.0,5.0,28547.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_10070/pegasus.tWdeVM2GH/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,58.3,0,0
individuals_ID0000005,compute,0,1601194851.0,,,1601194856.0,1601194865.0,1601195122.0,1601195122.0,1601195127.0,5.0,,9.0,257.0,5.0,131.0,1014280442.0,4.0,28732.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_12827/pegasus.Z7hSRicjE/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,62.9,0,0
individuals_ID0000016,compute,0,1601194851.0,,,1601194856.0,1601194866.0,1601195182.0,1601195182.0,1601195187.0,5.0,,10.0,316.0,5.0,166.0,1014251457.0,4.0,28691.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_30071/pegasus.9IZeOMJDO/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,64.7,0,0
individuals_ID0000006,compute,0,1601194851.0,,,1601194856.0,1601194866.0,1601195187.0,1601195187.0,1601195197.0,5.0,,10.0,321.0,10.0,173.0,1014280442.0,5.0,28521.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_10069/pegasus.gaw0eaOWv/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,58.0,0,0
individuals_ID0000015,compute,0,1601194851.0,,,1601194856.0,1601194865.0,1601195122.0,1601195122.0,1601195127.0,5.0,,9.0,257.0,5.0,139.0,1014251457.0,4.0,28434.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4971/pegasus.Uaq9F6wiI/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,63.6,0,0
individuals_ID0000007,compute,0,1601194851.0,,,1601194856.0,1601194866.0,1601195152.0,1601195152.0,1601195157.0,5.0,,10.0,286.0,5.0,143.0,1014280442.0,4.0,28627.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_12828/pegasus.AxRntu8Du/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,64.0,0,0
individuals_ID0000018,compute,0,1601194851.0,,,1601194857.0,1601194865.0,1601195187.0,1601195187.0,1601195197.0,6.0,,8.0,322.0,10.0,167.0,1014251457.0,5.0,28633.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_4973/pegasus.B0YJO0yaB/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,64.4,0,0
