,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200613T072602Z_0_condorpool,auxiliary,0,1592049885.0,,,1592049889.0,1592049891.0,1592049894.0,1592049894.0,1592049899.0,4.0,,2.0,3.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1592049899.0,,,1592049909.0,1592050203.0,1592050249.0,1592050249.0,1592050254.0,10.0,,294.0,46.0,5.0,31.0,1708157176.0,3.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_1824/pegasus.IxppX6XaW/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.7,0,0
sifting_ID0000012,compute,0,1592049899.0,,,1592049908.0,1592050191.0,1592050234.0,1592050234.0,1592050239.0,9.0,,283.0,43.0,5.0,28.0,1580479763.0,3.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_9866/pegasus.mh3Nd1WY2/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.9,0,0
individuals_ID0000021,compute,0,1592049899.0,,,1592049908.0,1592049926.0,1592050264.0,1592050264.0,1592050274.0,9.0,,18.0,338.0,10.0,153.0,1014251457.0,3.0,21047.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_12757/pegasus.2uxttIOWQ/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,56.9,0,0
individuals_ID0000020,compute,0,1592049899.0,,,1592049907.0,1592049926.0,1592050264.0,1592050264.0,1592050274.0,8.0,,19.0,338.0,10.0,156.0,1014251457.0,3.0,21064.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_22634/pegasus.vzni9kOie/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,55.5,0,0
individuals_ID0000009,compute,0,1592049899.0,,,1592049906.0,1592049926.0,1592050254.0,1592050254.0,1592050259.0,7.0,,20.0,328.0,5.0,155.0,1014280442.0,4.0,20971.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_3130/pegasus.RPQbfkzuC/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,53.4,0,0
individuals_ID0000019,compute,0,1592049899.0,,,1592049906.0,1592049926.0,1592050264.0,1592050264.0,1592050274.0,7.0,,20.0,338.0,10.0,155.0,1014251457.0,3.0,21019.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_12755/pegasus.vQteq7soy/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,56.9,0,0
individuals_ID0000008,compute,0,1592049899.0,,,1592049906.0,1592049926.0,1592050274.0,1592050274.0,1592050284.0,7.0,,20.0,348.0,10.0,158.0,1014280442.0,3.0,21107.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_12151/pegasus.7w9wMWEow/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,57.4,0,0
individuals_ID0000014,compute,0,1592049899.0,,,1592049905.0,1592049926.0,1592050259.0,1592050259.0,1592050264.0,6.0,,21.0,333.0,5.0,153.0,1014251457.0,3.0,20983.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_3128/pegasus.0GGwsm6Cy/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,53.4,0,0
individuals_ID0000003,compute,0,1592049899.0,,,1592049905.0,1592049926.0,1592050264.0,1592050264.0,1592050274.0,6.0,,21.0,338.0,10.0,153.0,1014280442.0,3.0,21040.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_22632/pegasus.DHAvlLnEo/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,55.4,0,0
individuals_ID0000013,compute,0,1592049899.0,,,1592049905.0,1592049906.0,1592050264.0,1592050264.0,1592050274.0,6.0,,1.0,358.0,10.0,151.0,1014251457.0,3.0,21149.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23402/pegasus.SHNVsqK5c/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,56.8,0,0
