,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200520T031010Z_0_condorpool,auxiliary,0,1589954369.0,,,1589954373.0,1589954374.0,1589954378.0,1589954378.0,1589954383.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1589954383.0,,,1589954390.0,1589954596.0,1589954646.0,1589954646.0,1589954651.0,7.0,,206.0,50.0,5.0,40.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_25157/pegasus.oefhTruJM/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1589954383.0,,,1589954390.0,1589954594.0,1589954641.0,1589954641.0,1589954646.0,7.0,,204.0,47.0,5.0,36.0,1580479763.0,3.0,2126612.0,panorama,condorpool,worker-3,sifting,/var/lib/condor/execute/dir_26789/pegasus.sOaosSS3p/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.9,0,0
individuals_ID0000021,compute,0,1589954383.0,,,1589954390.0,1589954402.0,1589954636.0,1589954636.0,1589954641.0,7.0,,12.0,234.0,5.0,156.0,1014251457.0,4.0,19989.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_11025/pegasus.YzGkFT4UT/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,61.2,0,0
individuals_ID0000020,compute,0,1589954383.0,,,1589954390.0,1589954402.0,1589954646.0,1589954646.0,1589954656.0,7.0,,12.0,244.0,10.0,161.0,1014251457.0,4.0,20011.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_11022/pegasus.hALhh4HWu/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,60.6,0,0
individuals_ID0000009,compute,0,1589954383.0,,,1589954390.0,1589954402.0,1589954646.0,1589954646.0,1589954656.0,7.0,,12.0,244.0,10.0,162.0,1014280442.0,4.0,19963.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_26852/pegasus.98cuA9aPu/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,63.9,0,0
individuals_ID0000019,compute,0,1589954383.0,,,1589954390.0,1589954401.0,1589954636.0,1589954636.0,1589954641.0,7.0,,11.0,235.0,5.0,166.0,1014251457.0,3.0,19997.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_10062/pegasus.mVgR6gJBU/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,61.4,0,0
individuals_ID0000008,compute,0,1589954383.0,,,1589954390.0,1589954402.0,1589954646.0,1589954646.0,1589954656.0,7.0,,12.0,244.0,10.0,165.0,1014280442.0,3.0,19942.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_11234/pegasus.0QkRVDjFa/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,60.9,0,0
individuals_ID0000014,compute,0,1589954383.0,,,1589954390.0,1589954401.0,1589954626.0,1589954626.0,1589954631.0,7.0,,11.0,225.0,5.0,154.0,1014251457.0,4.0,19911.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_5717/pegasus.l73v4tisE/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,64.7,0,0
individuals_ID0000003,compute,0,1589954383.0,,,1589954389.0,1589954402.0,1589954646.0,1589954646.0,1589954656.0,6.0,,13.0,244.0,10.0,163.0,1014280442.0,3.0,20006.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_26848/pegasus.s8vHMYFeB/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,63.6,0,0
