,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200520T031010Z_0_condorpool,auxiliary,0,1589969564.0,,,1589969568.0,1589969569.0,1589969573.0,1589969573.0,1589969578.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1589969578.0,,,1589969585.0,1589969838.0,1589969885.0,1589969885.0,1589969890.0,7.0,,253.0,47.0,5.0,38.0,1708157176.0,4.0,1365482.0,panorama,condorpool,worker-4,sifting,/var/lib/condor/execute/dir_3085/pegasus.8KGg5r1wU/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.8,0,0
sifting_ID0000012,compute,0,1589969578.0,,,1589969585.0,1589969832.0,1589969880.0,1589969880.0,1589969885.0,7.0,,247.0,48.0,5.0,36.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-5,sifting,/var/lib/condor/execute/dir_13491/pegasus.rKjRbkA4R/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1589969578.0,,,1589969585.0,1589969605.0,1589969845.0,1589969845.0,1589969855.0,7.0,,20.0,240.0,10.0,158.0,1014251457.0,3.0,19996.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30366/pegasus.jXxDjyu3N/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,62.5,0,0
individuals_ID0000020,compute,0,1589969578.0,,,1589969585.0,1589969605.0,1589969860.0,1589969860.0,1589969875.0,7.0,,20.0,255.0,15.0,169.0,1014251457.0,3.0,20038.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_28613/pegasus.BZtQ2g3TZ/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,64.2,0,0
individuals_ID0000009,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969860.0,1589969860.0,1589969870.0,6.0,,21.0,255.0,10.0,170.0,1014280442.0,4.0,20032.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_23089/pegasus.X7C7D7t3y/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,61.3,0,0
individuals_ID0000019,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,168.0,1014251457.0,3.0,20000.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_6911/pegasus.QI6BUhKr1/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,60.6,0,0
individuals_ID0000008,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,172.0,1014280442.0,4.0,20016.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30362/pegasus.gKXEMkn6m/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,61.3,0,0
individuals_ID0000014,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969860.0,1589969860.0,1589969875.0,6.0,,21.0,255.0,15.0,168.0,1014251457.0,3.0,19984.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_24517/pegasus.yl9ou8JbM/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,62.4,0,0
individuals_ID0000003,compute,0,1589969578.0,,,1589969584.0,1589969606.0,1589969860.0,1589969860.0,1589969875.0,6.0,,22.0,254.0,15.0,168.0,1014280442.0,4.0,20015.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_28610/pegasus.fG7ZSgAjn/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,63.9,0,0
individuals_ID0000013,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969860.0,1589969860.0,1589969875.0,6.0,,21.0,255.0,15.0,177.0,1014251457.0,3.0,20012.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_23084/pegasus.96wDBoOmA/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,61.2,0,0
individuals_ID0000010,compute,0,1589969578.0,,,1589969585.0,1589969606.0,1589969855.0,1589969855.0,1589969870.0,7.0,,21.0,249.0,15.0,168.0,1014280442.0,4.0,20024.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_24521/pegasus.6ywVU7fhW/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,61.9,0,0
individuals_ID0000001,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,164.0,1014280442.0,4.0,20020.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_24513/pegasus.i5DNp9LmT/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,62.5,0,0
individuals_ID0000002,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,170.0,1014280442.0,4.0,19977.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_6907/pegasus.TCO0zPE5R/individuals,ALL.chr1.100000.vcf   1   1001   2001   10000,60.3,0,0
individuals_ID0000004,compute,0,1589969578.0,,,1589969583.0,1589969604.0,1589969845.0,1589969845.0,1589969855.0,5.0,,21.0,241.0,10.0,174.0,1014280442.0,4.0,20023.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_6902/pegasus.VRNR5tlFN/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,60.8,0,0
individuals_ID0000005,compute,0,1589969578.0,,,1589969583.0,1589969604.0,1589969835.0,1589969835.0,1589969840.0,5.0,,21.0,231.0,5.0,168.0,1014280442.0,4.0,19900.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_23079/pegasus.FIQmdcoPq/individuals,ALL.chr1.100000.vcf   1   4001   5001   10000,63.1,0,0
individuals_ID0000016,compute,0,1589969578.0,,,1589969583.0,1589969605.0,1589969840.0,1589969840.0,1589969845.0,5.0,,22.0,235.0,5.0,171.0,1014251457.0,3.0,19997.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_28605/pegasus.EoYTy9aAP/individuals,ALL.chr2.100000.vcf   2   3001   4001   10000,63.9,0,0
individuals_ID0000015,compute,0,1589969578.0,,,1589969583.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,5.0,,22.0,250.0,15.0,170.0,1014251457.0,3.0,20035.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30356/pegasus.A75hNonkK/individuals,ALL.chr2.100000.vcf   2   2001   3001   10000,61.6,0,0
individuals_ID0000017,compute,0,1589969578.0,,,1589969583.0,1589969605.0,1589969845.0,1589969845.0,1589969855.0,5.0,,22.0,240.0,10.0,161.0,1014251457.0,3.0,19987.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_6903/pegasus.NDY81KrJU/individuals,ALL.chr2.100000.vcf   2   4001   5001   10000,61.7,0,0
individuals_ID0000007,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,176.0,1014280442.0,4.0,20020.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_30358/pegasus.39gUc615E/individuals,ALL.chr1.100000.vcf   1   6001   7001   10000,61.5,0,0
individuals_ID0000018,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969860.0,1589969860.0,1589969875.0,6.0,,21.0,255.0,15.0,169.0,1014251457.0,4.0,20010.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_23080/pegasus.0TP9Ti9CV/individuals,ALL.chr2.100000.vcf   2   5001   6001   10000,61.3,0,0
individuals_ID0000022,compute,0,1589969578.0,,,1589969584.0,1589969605.0,1589969855.0,1589969855.0,1589969870.0,6.0,,21.0,250.0,15.0,171.0,1014251457.0,3.0,20027.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_28606/pegasus.spAsywpgV/individuals,ALL.chr2.100000.vcf   2   9001   10001   10000,63.8,0,0
individuals_ID0000006,compute,0,1589969578.0,,,1589969583.0,1589969604.0,1589969845.0,1589969845.0,1589969855.0,5.0,,21.0,241.0,10.0,176.0,1014280442.0,3.0,20002.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_24511/pegasus.CDcDvn0p4/individuals,ALL.chr1.100000.vcf   1   5001   6001   10000,62.7,0,0
individuals_merge_ID0000011,compute,0,1589969875.0,,,1589969880.0,1589969880.0,1589969931.0,1589969931.0,1589969937.0,5.0,,0.0,51.0,6.0,7.0,200394.0,3.0,19345.0,panorama,condorpool,worker-3,individuals_merge,/var/lib/condor/execute/dir_23924/pegasus.kbuM0gUrl/individuals_merge,1   chr1n-1-1001.tar.gz   chr1n-1001-2001.tar.gz   chr1n-2001-3001.tar.gz   chr1n-3001-4001.tar.gz   chr1n-4001-5001.tar.gz   chr1n-5001-6001.tar.gz   chr1n-6001-7001.tar.gz   chr1n-7001-8001.tar.gz   chr1n-8001-9001.tar.gz   chr1n-9001-10001.tar.gz,35.4,0,0
individuals_merge_ID0000023,compute,0,1589969875.0,,,1589969880.0,1589969881.0,1589969926.0,1589969926.0,1589969931.0,5.0,,1.0,45.0,5.0,6.0,200451.0,3.0,19331.0,panorama,condorpool,worker-5,individuals_merge,/var/lib/condor/execute/dir_22712/pegasus.C7oCEj6wV/individuals_merge,2   chr2n-1-1001.tar.gz   chr2n-1001-2001.tar.gz   chr2n-2001-3001.tar.gz   chr2n-3001-4001.tar.gz   chr2n-4001-5001.tar.gz   chr2n-5001-6001.tar.gz   chr2n-6001-7001.tar.gz   chr2n-7001-8001.tar.gz   chr2n-8001-9001.tar.gz   chr2n-9001-10001.tar.gz,33.9,0,0
frequency_ID0000052,compute,0,1589969931.0,,,1589969936.0,1589969958.0,1589970099.0,1589970099.0,1589970104.0,5.0,,22.0,141.0,5.0,5.0,1419397.0,4.0,230238.0,panorama,condorpool,worker-5,frequency,/var/lib/condor/execute/dir_15884/pegasus.tERIvDpo3/frequency,-c   2   -pop   SAS,119.3,0,0
