,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200520T215721Z_0_condorpool,auxiliary,0,1590028500.0,,,1590028504.0,1590028505.0,1590028509.0,1590028509.0,1590028514.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1590028514.0,,,1590028523.0,1590028600.0,1590028758.0,1590028758.0,1590028763.0,9.0,,77.0,158.0,5.0,145.0,1708157176.0,3.0,1365482.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_31447/pegasus.ia8irRIwa/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.7,0,0
sifting_ID0000012,compute,0,1590028514.0,,,1590028523.0,1590028594.0,1590028753.0,1590028753.0,1590028758.0,9.0,,71.0,159.0,5.0,148.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-2,sifting,/var/lib/condor/execute/dir_16795/pegasus.yTQXFOnVR/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.8,0,0
individuals_ID0000021,compute,0,1590028514.0,,,1590028523.0,1590028543.0,1590028778.0,1590028778.0,1590028783.0,9.0,,20.0,235.0,5.0,165.0,1014251457.0,3.0,19956.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_8589/pegasus.5t1zlGrpm/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,63.2,0,0
individuals_ID0000020,compute,0,1590028514.0,,,1590028523.0,1590028544.0,1590028783.0,1590028783.0,1590028788.0,9.0,,21.0,239.0,5.0,163.0,1014251457.0,4.0,20043.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_25007/pegasus.T4F38Qddt/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,60.5,0,0
individuals_ID0000009,compute,0,1590028514.0,,,1590028522.0,1590028543.0,1590028788.0,1590028788.0,1590028798.0,8.0,,21.0,245.0,10.0,158.0,1014280442.0,4.0,20040.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_24898/pegasus.kyx0NRYGY/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,60.4,0,0
individuals_ID0000019,compute,0,1590028514.0,,,1590028522.0,1590028543.0,1590028788.0,1590028788.0,1590028803.0,8.0,,21.0,245.0,15.0,161.0,1014251457.0,4.0,20011.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_24896/pegasus.sIIsRaomF/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,60.7,0,0
individuals_ID0000008,compute,0,1590028514.0,,,1590028522.0,1590028543.0,1590028788.0,1590028788.0,1590028803.0,8.0,,21.0,245.0,15.0,161.0,1014280442.0,4.0,20009.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_29989/pegasus.fo52vxofD/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,61.0,0,0
individuals_ID0000014,compute,0,1590028514.0,,,1590028522.0,1590028543.0,1590028788.0,1590028788.0,1590028798.0,8.0,,21.0,245.0,10.0,163.0,1014251457.0,4.0,19993.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_19263/pegasus.Ojy8kGG2h/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,62.3,0,0
individuals_ID0000003,compute,0,1590028514.0,,,1590028522.0,1590028543.0,1590028788.0,1590028788.0,1590028803.0,8.0,,21.0,245.0,15.0,164.0,1014280442.0,3.0,20015.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_29988/pegasus.iHa95OH74/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,61.0,0,0
