,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200616T174351Z_0_condorpool,auxiliary,0,1592347175.0,,,1592347179.0,1592347180.0,1592347184.0,1592347184.0,1592347189.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.3,0,0
sifting_ID0000024,compute,0,1592347189.0,,,1592347197.0,1592347366.0,1592347427.0,1592347427.0,1592347432.0,8.0,,169.0,61.0,5.0,49.0,1708157176.0,3.0,1365482.0,panorama,condorpool,worker-5,sifting,/var/lib/condor/execute/dir_27346/pegasus.emNtlLdiN/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.7,0,0
sifting_ID0000012,compute,0,1592347189.0,,,1592347197.0,1592347365.0,1592347422.0,1592347422.0,1592347427.0,8.0,,168.0,57.0,5.0,46.0,1580479763.0,3.0,2126612.0,panorama,condorpool,worker-3,sifting,/var/lib/condor/execute/dir_16117/pegasus.eaz3sMtUS/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,1.9,0,0
individuals_ID0000021,compute,0,1592347189.0,,,1592347197.0,1592347203.0,1592347442.0,1592347442.0,1592347452.0,8.0,,6.0,239.0,10.0,169.0,1014251457.0,3.0,19905.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23808/pegasus.BjsvcoBEs/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,62.9,0,0
individuals_ID0000010,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347452.0,1592347452.0,1592347462.0,7.0,,7.0,249.0,10.0,163.0,1014280442.0,3.0,19970.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7766/pegasus.NVdhrRZux/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,63.5,0,0
individuals_ID0000020,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347452.0,1592347452.0,1592347462.0,7.0,,7.0,249.0,10.0,166.0,1014251457.0,3.0,20015.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3179/pegasus.oVzSmjYIv/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,62.7,0,0
individuals_ID0000009,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347447.0,1592347447.0,1592347452.0,7.0,,7.0,244.0,5.0,162.0,1014280442.0,4.0,19926.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_19023/pegasus.9FvBaoveY/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,62.4,0,0
individuals_ID0000019,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347447.0,1592347447.0,1592347452.0,7.0,,7.0,244.0,5.0,166.0,1014251457.0,4.0,19918.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_20063/pegasus.EDY0Qyn8L/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,61.5,0,0
individuals_ID0000014,compute,0,1592347189.0,,,1592347196.0,1592347202.0,1592347367.0,1592347367.0,1592347372.0,7.0,,6.0,165.0,5.0,118.0,1014251457.0,4.0,19718.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7761/pegasus.aPpaL8jzy/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,66.4,0,0
individuals_ID0000003,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347452.0,1592347452.0,1592347462.0,7.0,,7.0,249.0,10.0,170.0,1014280442.0,4.0,20031.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_3174/pegasus.HRws0GXSx/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,62.2,0,0
individuals_ID0000013,compute,0,1592347189.0,,,1592347196.0,1592347203.0,1592347367.0,1592347367.0,1592347372.0,7.0,,7.0,164.0,5.0,118.0,1014251457.0,4.0,19730.0,panorama,condorpool,worker-5,individuals,/var/lib/condor/execute/dir_19019/pegasus.JsdypM6V9/individuals,ALL.chr2.100000.vcf   2   1   1001   10000,64.6,0,0
individuals_ID0000008,compute,0,1592347189.0,,,1592347196.0,1592347202.0,1592347432.0,1592347432.0,1592347437.0,7.0,,6.0,230.0,5.0,163.0,1014280442.0,3.0,19883.0,panorama,condorpool,worker-1,individuals,/var/lib/condor/execute/dir_23804/pegasus.HuBlad9YO/individuals,ALL.chr1.100000.vcf   1   7001   8001   10000,62.8,0,0
individuals_ID0000001,compute,0,1592347189.0,,,1592347195.0,1592347202.0,1592347447.0,1592347447.0,1592347452.0,6.0,,7.0,245.0,5.0,167.0,1014280442.0,3.0,19943.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_7757/pegasus.RmCKmTqgb/individuals,ALL.chr1.100000.vcf   1   1   1001   10000,63.8,0,0
individuals_ID0000004,compute,0,1592347189.0,,,1592347194.0,1592347202.0,1592347402.0,1592347402.0,1592347407.0,5.0,,8.0,200.0,5.0,151.0,1014280442.0,3.0,19811.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_20053/pegasus.63JCVY08b/individuals,ALL.chr1.100000.vcf   1   3001   4001   10000,65.3,0,0
