,type,is_clustered,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode
create_dir_1000genome-20200925T032904Z_0_condorpool,auxiliary,0,1601014191.0,,,1601014195.0,1601014196.0,1601014200.0,1601014200.0,1601014205.0,4.0,,1.0,4.0,5.0,,,,,panorama,local,master,pegasus::dirmanager,/home/panorama/pegasus-4.9.3panorama/bin/pegasus-transfer,,0.2,0,0
sifting_ID0000024,compute,0,1601014205.0,,,1601014211.0,1601014455.0,1601014501.0,1601014501.0,1601014506.0,6.0,,244.0,46.0,5.0,33.0,1708157176.0,5.0,1365482.0,panorama,condorpool,worker-0,sifting,/var/lib/condor/execute/dir_20838/pegasus.dILVc94QW/sifting,ALL.chr2.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   2,1.9,0,0
sifting_ID0000012,compute,0,1601014205.0,,,1601014211.0,1601014427.0,1601014471.0,1601014471.0,1601014476.0,6.0,,216.0,44.0,5.0,33.0,1580479763.0,4.0,2126612.0,panorama,condorpool,worker-1,sifting,/var/lib/condor/execute/dir_18734/pegasus.WS1qDJBG1/sifting,ALL.chr1.phase3_shapeit2_mvncall_integrated_v5.20130502.sites.annotation.vcf   1,2.0,0,0
individuals_ID0000021,compute,0,1601014205.0,,,1601014211.0,1601014224.0,1601014486.0,1601014486.0,1601014491.0,6.0,,13.0,262.0,5.0,169.0,1014251457.0,6.0,28119.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_4160/pegasus.KjmUkC5Bg/individuals,ALL.chr2.100000.vcf   2   8001   9001   10000,68.4,0,0
individuals_ID0000010,compute,0,1601014205.0,,,1601014211.0,1601014224.0,1601014491.0,1601014491.0,1601014496.0,6.0,,13.0,267.0,5.0,173.0,1014280442.0,5.0,28103.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_4159/pegasus.hJx2nmq1h/individuals,ALL.chr1.100000.vcf   1   9001   10001   10000,68.6,0,0
individuals_ID0000020,compute,0,1601014205.0,,,1601014211.0,1601014224.0,1601014476.0,1601014476.0,1601014481.0,6.0,,13.0,252.0,5.0,173.0,1014251457.0,6.0,27563.0,panorama,condorpool,worker-3,individuals,/var/lib/condor/execute/dir_6710/pegasus.aSUDagpoe/individuals,ALL.chr2.100000.vcf   2   7001   8001   10000,56.4,0,0
individuals_ID0000009,compute,0,1601014205.0,,,1601014211.0,1601014223.0,1601014486.0,1601014486.0,1601014491.0,6.0,,12.0,263.0,5.0,169.0,1014280442.0,6.0,28013.0,panorama,condorpool,worker-4,individuals,/var/lib/condor/execute/dir_4152/pegasus.VZ9uf9y5h/individuals,ALL.chr1.100000.vcf   1   8001   9001   10000,68.8,0,0
individuals_ID0000019,compute,0,1601014205.0,,,1601014211.0,1601014223.0,1601014481.0,1601014481.0,1601014491.0,6.0,,12.0,258.0,10.0,172.0,1014251457.0,5.0,27869.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_4426/pegasus.rUWcHlExi/individuals,ALL.chr2.100000.vcf   2   6001   7001   10000,69.2,0,0
individuals_ID0000014,compute,0,1601014205.0,,,1601014211.0,1601014222.0,1601014481.0,1601014481.0,1601014491.0,6.0,,11.0,259.0,10.0,172.0,1014251457.0,5.0,28069.0,panorama,condorpool,worker-2,individuals,/var/lib/condor/execute/dir_9461/pegasus.bIH3VA9I9/individuals,ALL.chr2.100000.vcf   2   1001   2001   10000,63.1,0,0
individuals_ID0000003,compute,0,1601014205.0,,,1601014211.0,1601014223.0,1601014461.0,1601014461.0,1601014466.0,6.0,,12.0,238.0,5.0,150.0,1014280442.0,5.0,28004.0,panorama,condorpool,worker-0,individuals,/var/lib/condor/execute/dir_4399/pegasus.fUmmvZYCa/individuals,ALL.chr1.100000.vcf   1   2001   3001   10000,69.1,0,0
